ID,Actividad,Descripción,Link /Imagen,Frecuencia,Prioridad,Categoría,Icono,Color,Visible,Etiqueta,Vigencia Inicio,Vigencia Fin,Orden,Mostrar Inicio,Mostrar Explorar,Acceso Rápido,CTA,Link Detalle,Recurso Secundario,Puntos Clave,Checklist Evaluación
90,Alineación Pagos Especiales 2026,"Resumen visual para registrar DIPS correctamente: flujo, reglas, conceptos y validación previa antes de enviar a pago.",alineacion-pagos-especiales-resumen.png,Vigente,1,Personas,💳,Verde,Sí,Alineación 2026,2026-01-01,2026-12-31,0,No,Sí,Personas,Ver resumen y evaluar,Alineacion Pagos Especiales 2026.pdf,alineacion-pagos-especiales-evaluacion.png,"Solo quincena inmediata anterior|Registra en días, horas o monto según el DIP|Comentario con fechas, periodo y motivo|Valida evidencia y restricciones por puesto","¿Corresponde a la quincena inmediata anterior?|¿Elegiste el DIP correcto para el caso y puesto?|¿Usaste la unidad correcta: días, horas o monto?|¿El comentario incluye fecha/periodo y motivo?|¿Adjuntaste evidencia cuando aplica?"
